maj_foreign,maj_race,pct_publictrans,time_travel_workE,med_incomeE
FALSE,black,0.21285034373347436,111030,25005
FALSE,white,0.1869857890800299,40640,40560
FALSE,no_majority,0.31620111731843575,18920,16959
FALSE,white,0.49683172964092936,127525,52199
FALSE,white,0.3997361477572559,40920,48534
FALSE,white,0.4008951406649616,48960,50833
FALSE,white,0.39308375634517767,91940,28409
FALSE,no_majority,0.40875912408759124,37825,21480
FALSE,no_majority,0.4227544910179641,101725,42750
FALSE,white,0.18015332197614992,35015,5468
FALSE,white,0.1249290176036343,24840,3682
FALSE,white,0.2793791574279379,59330,11505
FALSE,white,0.2603593692702604,65255,34983
FALSE,white,0.2675285927399304,35075,8661
FALSE,white,0.2889882615986585,42740,29342
FALSE,white,0.2473159509202454,45705,6742
FALSE,white,0.2121675328645674,50350,5132
FALSE,white,0.26476014760147604,28530,49785
FALSE,white,0.2767950052029136,45520,68135
FALSE,white,0.2358337830545062,39225,89408
FALSE,white,0.15074858027878163,38500,69617
FALSE,white,0.19991095280498664,47120,70483
FALSE,white,0.20344491387715308,64360,77405
FALSE,white,0.20638297872340425,26765,62243
FALSE,white,0.16644474034620507,15680,75563
FALSE,white,0.19619450317124737,47170,64268
FALSE,white,0.31600467289719625,45160,62517
FALSE,white,0.28113590263691685,66315,36726
FALSE,hs_latino,0.37645107794361526,79075,24979
FALSE,no_majority,0.18648785425101214,135955,32347
FALSE,white,0.39086614173228346,81480,29864
FALSE,white,0.5499239736441967,55890,54792
FALSE,white,0.16265209833623046,115855,51158
FALSE,white,0.25482912332838037,39100,30747
FALSE,white,0.11386965862974457,113395,28822
FALSE,white,0.13315164492894685,133505,33665
FALSE,white,0.22615131578947367,72580,39194
FALSE,white,0.19762005949851252,74075,43106
FALSE,white,0.17897831679529586,83885,36141
FALSE,no_majority,0.38630283574103796,56285,30739
FALSE,black,0.36799410029498525,40005,21868
TRUE,black,0.4370939161252215,46700,22754
FALSE,white,0.2773069679849341,146505,42400
FALSE,white,0.3417883679221112,115995,36956
FALSE,white,0.12945791726105563,34135,4054
TRUE,hs_latino,0.6856026450255486,102015,25637
FALSE,black,0.369546621043627,33235,23481
FALSE,no_majority,0.39490445859872614,40595,14507
FALSE,white,0.3520263901979265,57430,25775
FALSE,no_majority,0.3661263275572946,54700,25368
FALSE,black,0.40110529377545084,109085,24597
FALSE,black,0.227760736196319,78665,43548
FALSE,no_majority,0.3163895486935867,63540,31521
FALSE,black,0.27481323372465316,44525,22217
FALSE,black,0.3556241426611797,79020,26719
FALSE,black,0.31221719457013575,114280,18209
FALSE,no_majority,0.22076215505913271,50365,33083
FALSE,white,0.2844324809331539,64920,36016
FALSE,white,0.21745011836320596,82300,42958
FALSE,white,0.17123745819397992,34665,61543
FALSE,white,0.16683417085427135,44520,64411
FALSE,white,0.21365638766519823,24795,35587
TRUE,hs_latino,0.47582771755054204,107755,24249
FALSE,no_majority,0.4354669464847849,22080,14492
TRUE,hs_latino,0.5846325167037862,53575,27032
FALSE,white,0.21822849807445444,70660,73498
FALSE,white,0.2501956691886251,95620,63226
FALSE,white,0.3203918722786647,60335,64132
FALSE,white,0.2961825362000878,47500,30152
FALSE,no_majority,0.3333333333333333,48135,29047
FALSE,black,0.36743605739238927,40385,19518
FALSE,black,0.419631093544137,56775,20367
FALSE,black,0.28250863060989645,58210,26432
FALSE,hs_latino,0.32923368022705773,71725,27349
FALSE,hs_latino,0.3386319845857418,61610,24870
FALSE,no_majority,0.2530920060331825,93700,25320
FALSE,white,0.30500894454382826,75005,10258
FALSE,white,0.2381573229030856,62660,70561
FALSE,white,0.552812858783008,53595,43323
FALSE,white,0.32786885245901637,82240,61261
TRUE,asian,0.14784546805349183,43310,10635
FALSE,black,0.31965707287201467,48560,31006
FALSE,white,0.20340975896531452,35450,93750
FALSE,no_majority,0.4911403907314857,61385,15070
FALSE,black,0.480963045912654,53100,17430
FALSE,white,0.34332784184514004,83105,40694
FALSE,black,0.40673076923076923,105525,23438
FALSE,white,0.19790241678066575,64555,41626
FALSE,white,0.41524973432518597,118040,32754
FALSE,white,0.3153503893214683,41415,27721
FALSE,white,0.2947019867549669,49405,60961
TRUE,hs_latino,0.546398891966759,40005,26135
FALSE,white,0.16497975708502025,59960,34015
FALSE,no_majority,0.2351765489673551,105130,25258
FALSE,no_majority,0.24486508256141765,85155,38174
FALSE,no_majority,0.2702205882352941,36055,21207
FALSE,no_majority,0.18234610917537747,48810,34903
FALSE,hs_latino,0.28316791573830263,157605,22835
TRUE,hs_latino,0.24079410822926672,83750,23739
FALSE,hs_latino,0.25938803894297635,75080,27433
FALSE,hs_latino,0.24682246822468223,77405,25575
FALSE,hs_latino,0.2310939148786493,85410,30796
FALSE,white,0.34808853118712274,69240,27083
FALSE,white,0.20641447368421054,46090,29289
FALSE,white,0.22280110327919092,94920,31651
FALSE,white,0.38284839203675347,42265,27440
TRUE,no_majority,0.39095531174739095,142940,29588
FALSE,white,0.25083364208966286,88375,30702
FALSE,white,0.276448362720403,45790,51250
FALSE,no_majority,0.12195121951219512,1860,8304
FALSE,no_majority,0.23255813953488372,3395,21500
FALSE,white,0.3281733746130031,8805,79464
